design,coolant,heat_kW,flow_LPM,supply_C,enforced_requirements_pass,all_screens_pass,qualification,score_lower_is_better,RMS_flow_error,outlet_max_C,outlet_spread_K,chip_upper_max_C,chip_target_margin_K,pressure_kPa,pump_W,header_volume_L,FWS_required_LPM,FWS_return_C,minimum_margin,limiting_constraint
automatic_switch150M,PG25,115.56,120,40,True,True,"Design screening only: unverified chip resistances, component losses, pump envelope, HX performance and site limits",0.0955881913018685,0.04219349841339735,53.90711118271446,1.1261368903131483,77.90711118271446,2.092888817285541,103.55519666867544,345.1839888955848,4.082813812605295,139.15059989265876,47.13213280558631,0.0723222662011409,FWS_design_temperature_rise
