design,coolant,heat_kW,flow_LPM,supply_C,enforced_requirements_pass,all_screens_pass,qualification,score_lower_is_better,RMS_flow_error,outlet_max_C,outlet_spread_K,chip_upper_max_C,chip_target_margin_K,pressure_kPa,pump_W,header_volume_L,FWS_required_LPM,FWS_return_C,minimum_margin,limiting_constraint
flow125,PG25,115.56,125,40,True,False,"Design screening only: unverified chip resistances, component losses, pump envelope, HX performance and site limits",0.8041590155062002,0.735005613217277,55.331749296854866,9.509402789123612,79.33174929685487,0.6682507031451337,86.52447066412891,300.4321898060032,4.082813812605295,139.15059989265876,47.13213280558631,0.038461538461538464,rack_flow
