tray_id,tray_type,rack_position,elevation_m,heat_load_W,mass_flow_kg_s,target_flow_LPM,actual_flow_LPM,flow_error_percent,supply_pressure_kPa,return_pressure_kPa,branch_dP_kPa,T_in_C,T_out_C,deltaT_C,return_mix_C,coldplate_dP_kPa,qdc_dP_kPa,branch_other_dP_kPa,orifice_diameter_mm,orifice_reference_density_kg_m3,balancing_restriction_K,orifice_Cd,orifice_dP_kPa
S02,switch,11,0.7333333333333333,1240.0,0.04952585378108401,1.2876427829698858,2.9132855165343536,126.24951229214373,72.51176023695045,-3.989673890252919,76.50143412720337,40.0,46.07257038377833,6.072570383778327,52.74141371968193,49.05620385490627,12.264050963726568,15.181179308570512,,1018.4818574040554,0.0,0.62,0.0
S03,switch,12,0.7999999999999999,1240.0,0.04944325361591098,1.2876427829698858,2.9084266832888814,125.87216903283812,71.72009677077006,-4.530014078556995,76.25011084932706,40.0,46.08270777465532,6.082707774655319,53.03293330479113,48.89270656254588,12.22317664063647,15.134227646144698,,1018.4793230563362,0.0,0.62,0.0
S04,switch,13,0.8666666666666667,1240.0,0.049367172580890226,1.2876427829698858,2.9039513282876603,125.52460718879168,70.93864252642325,-5.080342675299174,76.01898520172243,40.0,46.092075073568424,6.092075073568424,53.35008768726203,48.74235457262799,12.185588643156997,15.091041985937432,,1018.4769812316079,0.0,0.62,0.0
S05,switch,14,0.9333333333333333,1240.0,0.049297349499266514,1.2876427829698858,2.8998440881921477,125.20563362330954,70.16696108421252,-5.640215086100375,75.80717617031289,40.0,46.100697301597904,6.100697301597904,53.696564032018614,48.60457335305665,12.151143338264163,15.051459478992053,,1018.4748256746005,0.0,0.62,0.0
S06,switch,15,1.0,1240.0,0.04923352022013884,1.2876427829698858,2.896089424714049,124.91404161287333,69.40461806254304,-6.2091872975587545,75.61380536010181,40.0,46.10860075554814,6.108600755548139,54.07678089210765,48.4787902653364,12.1196975663341,15.015317528431286,,1018.472849811113,0.0,0.62,0.0
S07,switch,16,1.0666666666666667,1240.0,0.04917541760434753,1.2876427829698858,2.8926716237851484,124.6486107826692,68.65118079514961,-6.786815249841661,75.43799604499128,40.0,46.11581294937855,6.115812949378551,54.49607931918678,48.36443393123946,12.091108482809865,14.982453630941956,,1018.4710467626553,0.0,0.62,0.0
S08,switch,17,1.1333333333333333,1240.0,0.049122771475642334,1.2876427829698858,2.8895747926848427,124.40810688350838,67.90621801109505,-7.372654128020443,75.27887213911548,40.0,46.12236255951922,6.1223625595192175,54.96097722139331,48.2609335489636,12.0652333872409,14.952705202910975,,1018.4694093601202,0.0,0.62,0.0
S09,switch,18,1.2,1240.0,0.049075308525733635,1.2876427829698858,2.88678285445492,124.19128135807158,67.1692995161756,-7.9662575414021175,75.13555705757771,40.0,46.12827937597814,6.128279375978138,55.47951281285384,48.16771813791889,12.041929534479722,14.925909385179127,,1018.4679301560054,0.0,0.62,0.0
C10,compute,19,1.2666666666666666,5800.0,0.08762289901457238,6.022845275181723,5.154288177327786,-14.42104284885071,66.43999587401976,-8.56717654703303,75.00717242105279,40.0,56.03499564405274,16.034995644052742,56.06171581639899,42.227748374448716,17.65887659295128,15.1205474536528,,1015.9912510889868,0.0,0.62,0.0
C11,compute,20,1.3333333333333333,5800.0,0.08756162087941344,6.022845275181723,5.1506835811419664,-14.480891575177338,65.72323559570559,-9.180342822115712,74.9035784178213,40.0,56.04619562621326,16.04619562621326,56.065062100681246,42.16870598066572,17.6341861373693,15.10068629978629,,1015.9884510934467,0.0,0.62,0.0
C12,compute,21,1.4,5800.0,0.08751337420811868,6.022845275181723,5.14784554165404,-14.528012817019986,65.0176533978645,-9.804411227529943,74.82206462539445,40.0,56.055024824759926,16.055024824759926,56.06776093356541,42.122248659096165,17.61475853016749,15.085057436130795,,1015.98624379381,0.0,0.62,0.0
C13,compute,22,1.4666666666666666,5800.0,0.08747656711272407,6.022845275181723,5.145680418395533,-14.563961329053466,64.32187697337616,-10.43803078329146,74.75990775666762,40.0,56.06176710372978,16.06176710372978,56.06988558316084,42.08682386604806,17.599944525801913,15.073139364817642,,1015.9845582240675,0.0,0.62,0.0
C14,compute,23,1.5333333333333332,5800.0,0.08744958891772694,6.022845275181723,5.144093465748644,-14.590310215242342,63.634523715629705,-11.079841653409318,74.71436536903902,40.0,56.06671253423929,16.066712534239286,56.07151026399407,42.06086831033687,17.58909038432269,15.06440667437946,,1015.9833218664402,0.0,0.62,0.0
C15,compute,24,1.5999999999999999,5800.0,0.08743080727599005,6.022845275181723,5.142988663293532,-14.60865374566083,62.95419651600844,-11.728471320292112,74.68266783630055,40.0,56.07015723553974,16.07015723553974,56.07271014417557,42.04280333512222,17.58153594014202,15.058328561036305,,1015.9824606911151,0.0,0.62,0.0
C16,compute,25,1.6666666666666667,5800.0,0.08741856306303704,6.022845275181723,5.142268415472767,-14.62061234309871,62.279477804367694,-12.382529214212258,74.66200701857996,40.0,56.07240371628842,16.07240371628842,56.073561293978,42.03102842403401,17.576611886414224,15.054366708131747,,1015.981899070928,0.0,0.62,0.0
C17,compute,26,1.7333333333333334,5800.0,0.08741116080989854,6.022845275181723,5.14183298881756,-14.627841927046353,61.608919834640616,-13.040598033645688,74.64951786828631,40.0,56.0737621334863,16.073762133486298,56.07414014535419,42.02391068773668,17.57363537850807,15.051971802041573,,1015.9815594666284,0.0,0.62,0.0
C18,compute,27,1.8,5800.0,0.08740704154923791,6.022845275181723,5.141590679366935,-14.63186509947656,60.941268307990335,-13.701299952832807,74.64256826082314,40.0,56.074518175002254,16.074518175002254,56.0745181750022,42.01995001814611,17.571979098497465,15.05063914417956,,1015.9813704562495,0.0,0.62,0.0
