tray_id,tray_type,rack_position,elevation_m,heat_load_W,mass_flow_kg_s,target_flow_LPM,actual_flow_LPM,flow_error_percent,supply_pressure_kPa,return_pressure_kPa,branch_dP_kPa,T_in_C,T_out_C,deltaT_C,return_mix_C,coldplate_dP_kPa,qdc_dP_kPa,branch_other_dP_kPa,orifice_diameter_mm,orifice_reference_density_kg_m3,balancing_restriction_K,orifice_Cd,orifice_dP_kPa
S07,switch,16,1.0666666666666667,1240.0,0.04524747307377268,1.1803392177223955,2.6616160631630987,125.49585942751294,54.99462025964058,-9.028017269531606,64.02263752917219,40.0,46.64630064277776,6.64630064277776,55.71955320065075,40.94667639123567,10.236669097808917,12.83929204012759,,1018.3384248393056,0.0,0.62,0.0
S08,switch,17,1.1333333333333333,1240.0,0.045222882783161715,1.1803392177223955,2.6601695754801007,125.37331095489765,54.295726725107166,-9.658365493946855,63.954092219054026,40.0,46.64991170802887,6.649911708028867,56.22175109590103,40.902182544391685,10.225545636097921,12.826364038564405,,1018.3375220729928,0.0,0.62,0.0
S09,switch,18,1.2,1240.0,0.045200566272214575,1.1803392177223955,2.658856839542034,125.26209411838518,53.60013267502173,-10.291783833040036,63.89191650806177,40.0,46.65319226861601,6.65319226861601,56.78226498650514,40.86182382657723,10.215455956644307,12.81463672484023,,1018.3367019328459,0.0,0.62,0.0
C10,compute,19,1.2666666666666666,5800.0,0.08075386394534556,5.520941502249913,4.7502272909026795,-13.959832956627952,52.90766312189166,-10.928075188501449,63.835738310393104,40.0,57.3960865732862,17.396086573286198,57.41197406986248,35.8665259815686,14.998729046837777,12.970483281986755,,1015.6509783566785,0.0,0.62,0.0
C11,compute,20,1.3333333333333333,5800.0,0.0807243973689851,5.520941502249913,4.748493962881477,-13.991228471695399,52.22034242173892,-11.569391072121164,63.78973349386008,40.0,57.40242325827086,17.402423258270858,57.41396204760758,35.840355818221944,14.987785160347359,12.96159251529078,,1015.6493941854324,0.0,0.62,0.0
C12,compute,21,1.4,5800.0,0.08070072678710434,5.520941502249913,4.74710157571202,-14.016448575347805,51.53761019912364,-12.215179372846466,63.752789571970105,40.0,57.407516879398884,17.407516879398884,57.415611695329574,35.819340171817736,14.978996799123777,12.954452601028589,,1015.6481207801503,0.0,0.62,0.0
C13,compute,22,1.4666666666666666,5800.0,0.08068213994842825,5.520941502249913,4.746008232260485,-14.036252144197231,50.85890256716477,-12.864884962978214,63.72378753014298,40.0,57.411518631294655,17.411518631294655,57.41696156331324,35.80284238661769,14.972097725312853,12.948847418212438,,1015.6471203421763,0.0,0.62,0.0
C14,compute,23,1.5333333333333332,5800.0,0.08066791740111147,5.520941502249913,4.745171611830086,-14.051405726789223,50.18365102554658,-13.517948705945384,63.70159973149197,40.0,57.4145819927769,17.414581992776903,57.4180505581017,35.79022093807899,14.96681966501485,12.944559128398113,,1015.6463545018057,0.0,0.62,0.0
C15,compute,24,1.5999999999999999,5800.0,0.08065733109138135,5.520941502249913,4.744548887728314,-14.062685036695303,49.511280973551415,-14.173806129024369,63.685087102575785,40.0,57.41686285334487,17.416862853344867,57.41891791533669,35.78082782331592,14.962891635204837,12.94136764405505,,1015.6457842866638,0.0,0.62,0.0
C16,compute,25,1.6666666666666667,5800.0,0.08064964205008672,5.520941502249913,4.744096591181572,-14.070877417407148,48.841209511824246,-14.831885475875653,63.67309498769989,40.0,57.418519861051266,17.418519861051266,57.419603043775226,35.77400619543914,14.960038954456367,12.939049837804387,,1015.6453700347372,0.0,0.62,0.0
C17,compute,26,1.7333333333333334,5800.0,0.08064414747772577,5.520941502249913,4.7437733810426925,-14.076731675032365,48.17292167817111,-15.491604453875846,63.66452613204695,40.0,57.419704148359756,17.419704148359756,57.420144685657874,35.769131873250515,14.958000601541125,12.937393657255303,,1015.64507396291,0.0,0.62,0.0
C18,compute,27,1.8,5800.0,0.08064006006030414,5.520941502249913,4.743532944723773,-14.081086662652172,47.50571982074074,-16.152432301443863,63.658152122184596,40.0,57.42058524523867,17.42058524523867,57.42058524523867,35.765506075912015,14.956484359017756,12.936161687254817,,1015.6448536886903,0.0,0.62,0.0
