design,coolant,heat_kW,flow_LPM,supply_C,enforced_requirements_pass,all_screens_pass,qualification,score_lower_is_better,RMS_flow_error,outlet_max_C,outlet_spread_K,chip_upper_max_C,chip_target_margin_K,pressure_kPa,pump_W,header_volume_L,FWS_required_LPM,FWS_return_C,minimum_margin,limiting_constraint
flow110,PG25,115.56,110,40,True,False,"Design screening only: unverified chip resistances, component losses, pump envelope, HX performance and site limits",0.7989989412838183,0.7347076253112984,57.42058524523867,10.803854536786787,81.42058524523867,-1.4205852452386694,67.25358168561323,205.4970551504849,4.082813812605295,139.15059989265876,47.13213280558631,0.0723222662011409,FWS_design_temperature_rise
