tray_id,tray_type,rack_position,elevation_m,heat_load_W,mass_flow_kg_s,target_flow_LPM,actual_flow_LPM,flow_error_percent,supply_pressure_kPa,return_pressure_kPa,branch_dP_kPa,T_in_C,T_out_C,deltaT_C,return_mix_C,coldplate_dP_kPa,qdc_dP_kPa,branch_other_dP_kPa,orifice_diameter_mm,orifice_reference_density_kg_m3,balancing_restriction_K,orifice_Cd,orifice_dP_kPa
S08,switch,17,1.1333333333333333,1240.0,0.05140383595787142,1.341294565593631,3.0237550563453777,125.4355705234012,73.11128449693368,-9.21463373179756,82.32591822873123,40.0,45.850873056830096,5.850873056830096,54.27695118690042,52.8470870236751,13.211771755918775,16.26705944913733,,1018.5372817357925,0.0,0.62,0.0
S09,switch,18,1.2,1240.0,0.05137933603213365,1.341294565593631,3.0223138842431556,125.32812416976715,72.4077429486615,-9.840827902811435,82.24857085147293,40.0,45.85366103111198,5.853661031111983,54.770530497071036,52.796723422058136,13.199180855514534,16.252666573900246,,1018.536584742222,0.0,0.62,0.0
C10,compute,19,1.2666666666666666,5800.0,0.09176798006792776,6.273797161647629,5.398116474583985,-13.957746234079258,71.70819747904531,-10.47078772575248,82.1789852047978,40.0,55.312049437682276,15.312049437682276,55.32507912830965,46.317491911611725,19.369132981219447,16.49236031196662,,1016.1719876405795,0.0,0.62,0.0
C11,compute,20,1.3333333333333333,5800.0,0.09173600814902555,6.273797161647629,5.396235773472091,-13.987723312767612,71.01523370723247,-11.107194641936438,82.12242834916891,40.0,55.31737612396006,15.31737612396006,55.3267093989935,46.28522355114945,19.355638939571588,16.481565858447865,,1016.17065596901,0.0,0.62,0.0
C12,compute,21,1.4,5800.0,0.09171058658513545,6.273797161647629,5.394740387360908,-14.011558736079088,70.32813328357041,-11.749339231335265,82.07747251490568,40.0,55.32161413300753,15.321614133007529,55.32804365257317,46.25957430484295,19.34491289111614,16.472985318946602,,1016.1695964667481,0.0,0.62,0.0
C13,compute,22,1.4666666666666666,5800.0,0.09169090842921197,6.273797161647629,5.393582848777174,-14.030009102801339,69.64617349883027,-12.396508261647638,82.0426817604779,40.0,55.32489627360144,15.32489627360144,55.32911576382986,46.23972478715774,19.33661218372051,16.466344789599635,,1016.1687759315996,0.0,0.62,0.0
C14,compute,23,1.5333333333333332,5800.0,0.09167615878710769,6.273797161647629,5.392715222771041,-14.043838462976352,68.9686259108065,-13.047983434820477,82.01660934562697,40.0,55.327357304277086,15.327357304277086,55.32995994071814,46.2248494947744,19.33039160690566,16.461368243946897,,1016.1681606739307,0.0,0.62,0.0
C15,compute,24,1.5999999999999999,5800.0,0.09166551327836517,6.273797161647629,5.392089016374422,-14.053819761071981,68.29475449507142,-13.703039712168701,81.99779420724012,40.0,55.329134036766504,15.329134036766504,55.33061073793982,46.21411478522378,19.325902546548125,16.45777687546818,,1016.1677164908084,0.0,0.62,0.0
C16,compute,25,1.6666666666666667,5800.0,0.09165813549187525,6.273797161647629,5.391655028933838,-14.060737221573197,67.62381291622948,-14.360942859273043,81.98475577550252,40.0,55.330365628988204,15.330365628988204,55.33110303489099,46.20667591015829,19.32279174424801,16.455288121096228,,1016.167408592753,0.0,0.62,0.0
C17,compute,26,1.7333333333333334,5800.0,0.09165317239704353,6.273797161647629,5.391363082179031,-14.065390651502232,66.95503994836058,-15.020945348824647,81.97598529718522,40.0,55.33119424208377,15.331194242083768,55.33147176444555,46.201672057432,19.32069922401702,16.453614015736203,,1016.1672014394791,0.0,0.62,0.0
C18,compute,27,1.8,5800.0,0.09164984811836173,6.273797161647629,5.391167536374219,-14.068507516771756,66.28775958723668,-15.682351507030663,81.97011109426734,40.0,55.331749296854866,15.331749296854866,55.331749296854866,46.19832063065325,19.319297718273177,16.452492745340894,,1016.1670626757863,0.0,0.62,0.0
