component,Pa,kPa,percent
coldplates,37338.45936619673,37.33845936619673,55.51891576680757
qdcs,14108.082253365228,14.108082253365229,20.977443728299164
tubing,7301.9897854240735,7.301989785424073,10.85739911899161
fittings,5378.026760522358,5.378026760522358,7.996639919733548
valves,384.14476860873987,0.38414476860873986,0.5711885656952534
restrictions,0.0,0.0,0.0
orifices,0.0,0.0,0.0
header_friction,697.7415850415488,0.6977415850415488,1.0374787000984491
header_minor,1976.6199050311407,1.9766199050311406,2.939055222770352
hydrostatic_net,68.51726142340141,0.06851726142340141,0.10187897760404112
external_piping,0.0,0.0,0.0
external_fittings,0.0,0.0,0.0
external_equipment,0.0,0.0,0.0
