design,coolant,heat_kW,flow_LPM,supply_C,enforced_requirements_pass,all_screens_pass,qualification,score_lower_is_better,RMS_flow_error,outlet_max_C,outlet_spread_K,chip_upper_max_C,chip_target_margin_K,pressure_kPa,pump_W,header_volume_L,FWS_required_LPM,FWS_return_C,minimum_margin,limiting_constraint
hypothetical_stronger_facility,PG25,115.56,120,40,True,True,"Design screening only: unverified chip resistances, component losses, pump envelope, HX performance and site limits",0.8021786427046973,0.7349159697275627,55.96999582540781,9.904932030763916,79.9699958254078,0.030004174592193067,79.83385472782558,266.11284909275196,4.082813812605295,139.15059989265876,41.56614018065693,0.07692307692307693,rack_flow
