design,coolant,heat_kW,flow_LPM,supply_C,enforced_requirements_pass,all_screens_pass,qualification,score_lower_is_better,RMS_flow_error,outlet_max_C,outlet_spread_K,chip_upper_max_C,chip_target_margin_K,pressure_kPa,pump_W,header_volume_L,FWS_required_LPM,FWS_return_C,minimum_margin,limiting_constraint
header32mm,PG25,115.56,120,40,True,False,"Design screening only: unverified chip resistances, component losses, pump envelope, HX performance and site limits",0.7959333989826468,0.7317108883500553,56.074518175002254,10.012878958508509,80.07451817500225,-0.07451817500225388,83.19041969193448,277.30139897311494,2.895291789548353,139.15059989265876,47.13213280558631,0.0723222662011409,FWS_design_temperature_rise
