M_flow,CV_flow,M_thermal,RMS_target_error,max_abs_target_error,zero_load_flow_fraction,T_out_max_C,T_out_min_C,outlet_spread_K,rack_dp_Pa,system_dp_Pa,rack_flow_LPM,heat_W,T_return_C,rack_deltaT_K,pump_hydraulic_W,pump_electrical_W,header_volume_m3,min_header_ID_m,max_header_ID_m,max_header_velocity_m_s,resolved_fluid_volume_m3,minimum_normalized_margin,feasible,design,objective
0.5364589663859313,0.24451111320721097,1.057289007175159,0.7349159697275627,1.265297422941159,0.0,55.96999582540781,46.06506379464389,9.904932030763916,79833.85472782559,79833.85472782559,120.0,115560.0,53.72642027106809,13.726420271068093,159.66770945565116,266.11284909275196,0.004082813812605295,0.038,0.038,1.7754359387857443,0.005694450843896859,0.0,True,D,0.8021786427046973
0.9644695376178709,0.44613821936951725,0.2939617191680457,0.16023919104447215,0.27822150305007687,0.0,54.573816901862074,50.98607850453993,3.5877383973221413,96140.91966382707,96140.91966382707,117.33671780453106,115560.0,54.03745046189357,14.03745046189357,188.01433266770948,313.3572211128492,0.004487827717627456,0.028855838127288765,0.04496272460045409,1.6289462446826657,0.00609946474891902,0.0,True,D,0.21842591197605807
1.0265366067792216,0.4764059655156309,0.14571085386089602,0.07403225968213444,0.12969444411006936,0.0,54.452282930029014,52.52935398596537,1.9229289440636421,99702.50684568007,99702.50684568007,116.38897874043305,115560.0,54.1515598036238,14.151559803623798,193.40454916049563,322.34091526749273,0.004089029359438637,0.02699569706558045,0.0449488803627988,1.3359868523490694,0.005700666390730201,0.0,True,D,0.12763005431150742
0.9699968279688977,0.44555785468610404,0.30267491601823515,0.16226574705387947,0.2834910839832922,0.0,54.85416455831512,51.10156030546233,3.752604252852791,94373.60228461551,94373.60228461551,115.63779348038429,115560.0,54.24333024097007,14.243330240970067,181.88591884980488,303.14319808300814,0.00371032649745681,0.023276602288303586,0.0443445946874886,1.7681855077657844,0.005321963528748374,0.0,True,D,0.2171309423529493
0.5364589663859313,0.24451111320721097,1.057289007175159,0.7349159697275627,1.265297422941159,0.0,55.96999582540781,46.06506379464389,9.904932030763916,79833.85472782559,79833.85472782559,120.0,115560.0,53.72642027106809,13.726420271068093,159.66770945565116,266.11284909275196,0.004082813812605295,0.038,0.038,1.7754359387857443,0.005694450843896859,0.0,True,A,0.8021786427046973
0.5364534974516862,0.24451075799792046,1.0572873569915968,0.7349168159210717,1.265297096238676,0.0,55.9699687305299,46.06506466870809,9.90490406182181,79832.97896560907,79832.97896560907,120.0,115560.0,53.72642027106804,13.726420271068037,159.66595793121814,266.1099298853636,0.004083351042620517,0.0380025,0.0380025,1.7752023518453945,0.005694988073912081,0.0,True,A,0.8021811353215663
0.5378824939562165,0.2446040517670851,1.0577187427577426,0.7346958470108641,1.2653826234623233,0.0,55.97705304363558,46.06483585662926,9.91221718700632,80061.83302461164,80061.83302461164,120.0,115560.0,53.72642027106804,13.726420271068037,160.1236660492233,266.8727767487055,0.003950005309839475,0.0373768457827447,0.0373768457827447,1.8351302860817846,0.005561642341131039,0.0,True,A,0.8015563457754717
0.5378765345959369,0.24460366070233852,1.0577169429013413,0.734696767954252,1.2653822661170067,0.0,55.977023480707146,46.06483681260386,9.912186668103288,80060.87852614642,80060.87852614642,120.0,115560.0,53.72642027106809,13.726420271068093,160.12175705229285,266.8695950871548,0.0039505337302194994,0.037379345782744704,0.037379345782744704,1.8348848204537491,0.005562170761511063,0.0,True,A,0.8015588469152166
0.5472793770925521,0.24524152731903126,1.0605652331031028,0.7332495321782201,1.2659527401679898,0.0,56.02386569651611,46.06331105708961,9.960554639426505,81568.6034546927,81568.6034546927,120.0,115560.0,53.72642027106809,13.726420271068093,163.13720690938538,271.89534484897564,0.0033168376381093687,0.034250421101656325,0.034250421101656325,2.185447454823914,0.004928474669400933,0.0,True,A,0.7983696712412222
0.54727000847914,0.2452408710391721,1.0605623870432417,0.7332509683393149,1.2659521653908186,0.0,56.023818830160735,46.06331259396768,9.960506236193055,81567.09912343722,81567.09912343722,120.0,115560.0,53.72642027106809,13.726420271068093,163.13419824687443,271.8903304114574,0.003317321859701746,0.03425292110165632,0.03425292110165632,2.1851284502499277,0.004928958890993309,0.0,True,A,0.7983722898805019
0.5364589663859313,0.24451111320721097,1.057289007175159,0.7349159697275627,1.265297422941159,0.0,55.96999582540781,46.06506379464389,9.904932030763916,79833.85472782559,79833.85472782559,120.0,115560.0,53.72642027106809,13.726420271068093,159.66770945565116,266.11284909275196,0.004082813812605295,0.038,0.038,1.7754359387857443,0.005694450843896859,0.0,True,B,0.8021786427046973
0.5364562045840527,0.24451093409511312,1.057288171509904,0.7349163962268089,1.2652972555867055,0.0,55.96998212190289,46.0650642423862,9.904917879516688,79833.41364763901,79833.41364763901,120.0,115560.0,53.72642027106809,13.726420271068093,159.66682729527804,266.1113788254634,0.004083082427612907,0.038,0.0380025,1.775435938785744,0.005694719458904471,0.0,True,B,0.8021798909091422
0.5405563376797459,0.24478461857492018,1.0584714107642836,0.734271600519039,1.2654910310190943,0.0,55.98983448687301,46.06454585731069,9.925288629562317,80288.69662508533,80288.69662508533,120.0,115560.0,53.72642027106809,13.726420271068093,160.57739325017067,267.62898875028446,0.00408273215741742,0.037998479999999994,0.038,1.7754359387857443,0.005694369188708984,0.0,True,B,0.8017397687077455
0.5364562592617654,0.24451093710699803,1.0572881926582276,0.7349163894196385,1.2652972635928015,0.0,55.96998243404522,46.065064220966576,9.904918213078645,79833.42004614454,79833.42004614454,120.0,115560.0,53.72642027106804,13.726420271068037,159.66684009228908,266.11140015381517,0.004083082427612907,0.038,0.0380025,1.7752023518453945,0.005694719458904471,0.0,True,B,0.8021798871150777
0.5405833116398463,0.24478631490007938,1.058479701153203,0.7342677449658513,1.2654929299156614,0.0,55.989969476178544,46.06454077785003,9.925428698328517,80291.70366918255,80291.70366918255,120.0,115560.0,53.72642027106809,13.726420271068093,160.5834073383651,267.6390122306085,0.00408273215741742,0.037998479999999994,0.038,1.775438569064131,0.005694369188708984,0.0,True,B,0.8017372874646806
0.5481731237603429,0.2452186333119826,1.0622145813618433,0.7334160219516876,1.2673646387274515,0.0,56.039862154050866,46.059538177414424,9.980323976636441,81133.10590622069,81133.10590622069,120.0,115560.0,53.72642027106804,13.726420271068037,162.26621181244138,270.443686354069,0.0036725117164987647,0.03412469170953888,0.03792212171913303,1.7893655015914112,0.005284148747790329,0.0,True,B,0.7997710405228475
0.5454768684187021,0.24510411709339316,1.0602241680816726,0.733567992857277,1.2660480021587106,0.0,56.0164995277334,46.06305634990741,9.953443177825989,80835.83527564254,80835.83527564254,120.0,115560.0,53.72642027106804,13.726420271068037,161.6716705512851,269.45278425214184,0.003977103100875718,0.03702717053624699,0.03798047952182912,1.77891466178981,0.005588740132167282,0.0,True,B,0.8008967827776274
0.5450648792680121,0.24508521159761676,1.0599362716378187,0.7335976518072473,1.265863435019796,0.0,56.01308329255107,46.06354985657259,9.94953343597848,80790.29995205873,80790.29995205873,120.0,115560.0,53.72642027106804,13.726420271068037,161.58059990411746,269.3009998401958,0.004029594964411382,0.03751233090180217,0.03799021705640182,1.7771782819362811,0.005641231995702946,0.0,True,B,0.8010980034539301
