parameter,value,M_flow,CV_flow,M_thermal,RMS_target_error,max_abs_target_error,zero_load_flow_fraction,T_out_max_C,T_out_min_C,outlet_spread_K,rack_dp_Pa,system_dp_Pa,rack_flow_LPM,heat_W,T_return_C,rack_deltaT_K,pump_hydraulic_W,pump_electrical_W,header_volume_m3,min_header_ID_m,max_header_ID_m,max_header_velocity_m_s,resolved_fluid_volume_m3,minimum_normalized_margin,feasible,error
switch_restriction_K,200000000.0,1.0964121565350746,0.510201710222429,0.055252025289101954,0.023007560520861045,0.04047573938634613,0.0,54.304441918398936,53.53433259495313,0.7701093234458085,105926.84300070639,105926.84300070639,120.0,115560.0,53.72642027106809,13.726420271068093,211.85368600141277,353.0894766690213,0.004082813812605295,0.038,0.038,1.775435938785744,0.005694450843896859,0.0,True,
supply_C,25.0,0.5369169958049538,0.2446286799850796,1.0570661048736198,0.7345886022899959,1.2648290686932284,0.0,40.911659312303186,31.04404255521098,9.867616757092208,81838.59159140126,81838.59159140126,120.0,115560.0,38.67601946118987,13.676019461189867,163.6771831828025,272.7953053046709,0.004082813812605295,0.038,0.038,1.7753043196104823,0.005694450843896859,0.0,True,
supply_C,27.5,0.5368333878681135,0.2446067656365601,1.0571086659415634,0.7346496816353272,1.2649172593402251,0.0,43.42129630525142,33.547485908199974,9.873810397051443,81492.41608046336,81492.41608046336,120.0,115560.0,41.184343279381665,13.684343279381665,162.98483216092671,271.64138693487786,0.004082813812605295,0.038,0.038,1.7753260547408265,0.005694450843896859,0.0,True,
supply_C,30.0,0.536752841931341,0.2445858405197991,1.0571488904288153,0.7347079802571331,1.265001112386938,0.0,45.930966977137416,36.050954020192535,9.880012956944881,81151.26465841725,81151.26465841725,120.0,115560.0,43.6926974999767,13.692697499976703,162.3025293168345,270.5042155280575,0.004082813812605295,0.038,0.038,1.7753478699240826,0.005694450843896859,0.0,True,
supply_C,32.5,0.5366752390591069,0.24456585631296154,1.0571869345270506,0.7347636351330847,1.2650808530783508,0.0,48.440672305605915,38.55444634779792,9.886225957807994,80814.98030441321,80814.98030441321,120.0,115560.0,46.20108221583416,13.701082215834163,161.62996060882642,269.3832676813774,0.004082813812605295,0.038,0.038,1.7753697655384855,0.005694450843896859,0.0,True,
supply_C,35.0,0.5366004641632132,0.2445467685615768,1.0572228935666201,0.7348167718860188,1.2651566875699702,0.0,50.95041202632825,41.05796239782018,9.892449628508075,80483.41224636856,80483.41224636856,120.0,115560.0,48.7094975203118,13.7094975203118,160.96682449273712,268.27804082122856,0.004082813812605295,0.038,0.038,1.7753917419645837,0.005694450843896859,0.0,True,
supply_C,37.5,0.5365284082558809,0.24452853423609452,1.0572568854549942,0.7348675122995327,1.26522881564341,0.0,53.46018651607193,43.561501693367006,9.898684822704922,80156.41644568296,80156.41644568296,120.0,115560.0,51.21794350726867,13.717943507268672,160.31283289136593,267.1880548189432,0.004082813812605295,0.038,0.038,1.7754137995852604,0.005694450843896859,0.0,True,
supply_C,40.0,0.5364589663859313,0.24451111320721097,1.057289007175159,0.7349159697275627,1.265297422941159,0.0,55.96999582540781,46.06506379464389,9.904932030763916,79833.85472782559,79833.85472782559,120.0,115560.0,53.72642027106809,13.726420271068093,159.66770945565116,266.11284909275196,0.004082813812605295,0.038,0.038,1.7754359387857443,0.005694450843896859,0.0,True,
supply_C,42.5,0.5363920202486465,0.2444944835620639,1.0573190472077556,0.7349622017730463,1.2653626009008627,0.0,58.47983365047435,48.56864851336354,9.911185137110806,79515.58916974216,79515.58916974216,120.0,115560.0,56.234927906580594,13.734927906580594,159.0311783394843,265.05196389914056,0.004082813812605295,0.038,0.038,1.7754581599536339,0.005694450843896859,0.0,True,
supply_C,45.0,0.5363274930100649,0.24447859183942286,1.0573474120519994,0.7350063639385905,1.265424606723299,0.0,60.98970671655178,51.072255217129566,9.917451499422214,79201.49900098793,79201.49900098793,120.0,115560.0,58.74346650918693,13.74346650918693,158.40299800197585,264.0049966699598,0.004082813812605295,0.038,0.038,1.7754804634789108,0.005694450843896859,0.0,True,
