tray_id,tray_type,rack_position,elevation_m,heat_load_W,mass_flow_kg_s,target_flow_LPM,actual_flow_LPM,flow_error_percent,supply_pressure_kPa,return_pressure_kPa,branch_dP_kPa,T_in_C,T_out_C,deltaT_C,return_mix_C,coldplate_dP_kPa,qdc_dP_kPa,branch_other_dP_kPa
C01,compute,1,0.06666666666666667,5800.0,0.09383863150307838,6.022845275181723,5.51991950018108,-8.350302091821014,86.6905338553569,0.8076530306824212,85.88288082467447,40.0,54.97478420276235,14.97478420276235,53.72642027106804,48.431288193037936,20.253084153452225,17.19850847818434
C02,compute,2,0.13333333333333333,5800.0,0.09302878052217217,6.022845275181723,5.472281207186598,-9.141262025505268,85.28737010212573,0.86273383399734,84.4246362681284,40.0,55.104907306504685,15.104907306504685,53.666218015189315,47.59894702993364,19.90501421251771,16.92067502567702
C03,compute,3,0.2,5800.0,0.09228618161104862,6.022845275181723,5.428598918296978,-9.866538649655347,83.95089865339843,0.8525531244873027,83.09834552891112,40.0,55.2262281422868,15.2262281422868,53.593981429571215,46.84206623991096,19.588500427599133,16.667778861401004
C04,compute,4,0.26666666666666666,5800.0,0.09160839995500915,6.022845275181723,5.388729409118185,-10.528509983089439,82.67753393286019,0.7806467840688174,81.89688714879136,40.0,55.33867327227978,15.338673272279777,53.5084173985295,46.15654418274306,19.301827567328917,16.43851539871938
C05,compute,5,0.3333333333333333,5800.0,0.09099291478319775,6.022845275181723,5.352524399011632,-11.129637995720651,81.46379798872401,0.6504419318444195,80.8133560568796,40.0,55.442231877482925,15.442231877482925,53.407948819596186,45.53840797408258,19.043334243707264,16.231613839089757
C06,compute,6,0.39999999999999997,5800.0,0.09043712132749851,6.022845275181723,5.319830666323441,-11.672466695353886,80.30630981919651,0.46526734286943644,79.84104247632708,40.0,55.53695591102991,15.536955911029906,53.290632742484604,44.98380102702577,18.81140770221078,16.045833747090516
C07,compute,7,0.4666666666666667,5800.0,0.08993833355180403,6.022845275181723,5.290490208929649,-12.159619462081864,79.20177513819773,0.22836338171542025,78.9734117564823,40.0,55.622959347826225,15.622959347826225,53.1540495504226,44.488971131415575,18.604478836773787,15.879961788292965
C08,compute,8,0.5333333333333333,5800.0,0.0894937875632534,6.022845275181723,5.264340444897258,-12.593795716619654,78.14697657115089,-0.0571085533052472,78.20408512445613,40.0,55.700416577403644,15.700416577403644,52.99515045381929,44.05025906829201,18.42101742855847,15.732808627605653
C09,compute,9,0.6,5800.0,0.08910064560536023,6.022845275181723,5.241214447374131,-12.977767020322615,77.13876426991953,-0.38805708537053685,77.52682135529007,40.0,55.769560011912745,15.769560011912745,52.81004372732656,43.66408776010599,18.2595276087716,15.603205986412469
S01,switch,10,0.6666666666666666,1240.0,0.049668198381991054,1.2876427829698858,2.9216587283524147,126.89978672607867,76.17404693431202,-0.7614524328235179,76.93549936713553,40.0,46.055179711976336,6.055179711976336,52.59368885348272,49.338598610256376,12.334649652564094,15.262251104315075
S02,switch,11,0.7333333333333333,1240.0,0.049489094857166446,1.2876427829698858,2.9111232268921436,126.08158608847859,75.23229268006912,-1.1572464026329825,76.3895390827021,40.0,46.07707757406024,6.07707757406024,52.87112235422728,48.983410195632366,12.245852548908092,15.160276338161658
S03,switch,12,0.7999999999999999,1240.0,0.04932367356461573,1.2876427829698858,2.9013925626244546,125.32589014575402,74.31252828011411,-1.5744678552256521,75.88699613533977,40.0,46.097443762655246,6.097443762655246,53.171039504130874,48.65649547817545,12.164123869543863,15.066376787620433
S04,switch,13,0.8666666666666667,1240.0,0.04917143476299548,1.2876427829698858,2.8924373389997338,124.63041592393095,73.41379381813165,-2.0121581990495065,75.42595201718116,40.0,46.11630795749005,6.116307957490051,53.4965767866326,48.3565999330304,12.0891499832576,14.980202100893175
S05,switch,14,0.9333333333333333,1240.0,0.04903186969644842,1.2876427829698858,2.8842276292028477,123.99283926793086,72.5351414164455,-2.469369934588497,75.00451135103398,40.0,46.13370457023228,6.1337045702322825,53.851462042719334,48.082484918589934,12.020621229647483,14.901405202796575
S06,switch,15,1.0,1240.0,0.04890446086797996,1.2876427829698858,2.8767329922341154,123.41079609043976,71.67563400082717,-2.9451651871351796,74.62079918796236,40.0,46.14967255613669,6.149672556136693,54.24016097858362,47.832925855755676,11.958231463938919,14.82964186826777
S07,switch,16,1.0666666666666667,1240.0,0.048788682301343554,1.2876427829698858,2.8699224883143266,122.88188356828198,70.83434410097051,-3.4386142118233494,74.27295831279386,40.0,46.16425520923025,6.164255209230248,54.66806956862325,47.606710414028676,11.901677603507169,14.764570295258002
S08,switch,17,1.1333333333333333,1240.0,0.04868399977859473,1.2876427829698858,2.863764692858513,122.403661227641,70.01035268508437,-3.9487938482937013,73.95914653337807,40.0,46.177499945510135,6.177499945510135,55.141770048117166,47.40263668884423,11.850659172211058,14.705850672322777
S09,switch,18,1.2,1240.0,0.04858987103733856,1.2876427829698858,2.858227708078739,121.97365184514722,69.20274802667808,-4.474785893419518,73.6775339200976,40.0,46.18945807913906,6.189458079139058,55.669376440318615,47.21951134850386,11.804877837125964,14.653144734467778
C10,compute,19,1.2666666666666666,5800.0,0.08668317450657106,6.022845275181723,5.099010265092415,-15.33884680544834,68.41062460110795,-5.0156753472095685,73.42629994831752,40.0,56.208488984200926,16.208488984200926,56.261008408821226,41.326850083951584,17.282137307834297,14.817312556531633
C11,compute,20,1.3333333333333333,5800.0,0.08656289582179112,6.022845275181723,5.0919350483406545,-15.456319800826721,67.64396115205143,-5.581199386813275,73.2251605388647,40.0,56.230966405109314,16.230966405109314,56.267597277637435,41.21224213179845,17.234210346024806,14.778708061041478
C12,compute,21,1.4,5800.0,0.08646909863201593,6.022845275181723,5.086417566589173,-15.547929023700458,66.89991407849422,-6.168580809026912,73.06849488752113,40.0,56.24853833281105,16.24853833281105,56.272843761044044,41.12297760028315,17.196881541936587,14.748635745301362
C13,compute,22,1.4666666666666666,5800.0,0.08639849736798709,6.022845275181723,5.082264551058064,-15.61688340226007,66.17563798842376,-6.775043907492126,72.95068189591588,40.0,56.26178986288795,16.26178986288795,56.276901737025185,41.05585191095339,17.168810799125968,14.726019185836538
