tray_id,tray_type,rack_position,elevation_m,heat_load_W,mass_flow_kg_s,target_flow_LPM,actual_flow_LPM,flow_error_percent,supply_pressure_kPa,return_pressure_kPa,branch_dP_kPa,T_in_C,T_out_C,deltaT_C,return_mix_C,coldplate_dP_kPa,qdc_dP_kPa,branch_other_dP_kPa
C01,compute,1,0.06666666666666667,5800.0,0.1003309420937521,5.822083766008999,5.901820123161888,1.3695501534761856,105.92602434427295,-0.2136478713618937,106.13967221563485,40.0,54.007423002961275,14.007423002961275,54.19893224298369,55.3646386778091,23.15248526526562,27.622548272560124
C02,compute,2,0.13333333333333333,5800.0,0.10012150742027288,5.822083766008999,5.889500436486641,1.1579474495238034,105.04056712203185,-0.661345510774086,105.70191263280593,40.0,54.036674056926586,14.036674056926586,54.20919785778415,55.13373936459267,23.055927370647844,27.512245897565414
C03,compute,3,0.2,5800.0,0.09993037076382708,5.822083766008999,5.8782571037545335,0.9648321804212147,104.17480609789246,-1.1283754014144305,105.3031814993069,40.0,54.06347631390645,14.063476313906449,54.21894806867709,54.923434505477694,22.967981702290675,27.411765291538533
C04,compute,4,0.26666666666666666,5800.0,0.09975696221676697,5.822083766008999,5.868056600986292,0.7896285389381607,103.3280334874955,-1.6140452562432883,104.94207874373879,40.0,54.08788134447866,14.08788134447866,54.22824208688439,54.7329833089461,22.888338474650187,27.32075696014253
C05,compute,5,0.3333333333333333,5800.0,0.09960067329495911,5.822083766008999,5.858863134997595,0.6317217420217104,102.49951532346948,-2.1176365767811145,104.61715190025059,40.0,54.109949693055455,14.109949693055455,54.23714981821263,54.561617664450495,22.81667647786112,27.238857757938998
C06,compute,6,0.39999999999999997,5800.0,0.09946085580300736,5.822083766008999,5.850638576647491,0.4904568842723128,101.68848953603676,-2.638402741010589,104.32689227704735,40.0,54.12975091411079,14.129750914110787,54.245754965364654,54.40854010386643,22.752662225253232,27.165689947927692
C07,compute,7,0.4666666666666667,5800.0,0.09933682066101222,5.822083766008999,5.843342391824248,0.36513775255798897,100.89416394110536,-3.175566999244065,104.06973094034943,40.0,54.14736358686298,14.14736358686298,54.25415946684916,54.272921664709585,22.695949059787644,27.100860215852197
C08,compute,8,0.5333333333333333,5800.0,0.09922783667955036,5.822083766008999,5.836931569385315,0.2550255883125799,100.11571412760466,-3.728320369786954,103.8440344973916,40.0,54.162875312557276,14.162875312557276,54.26248999934131,54.15389964656936,22.646176215838096,27.043958634984158
C09,compute,9,0.6,5800.0,0.09913312926606781,5.822083766008999,5.831360545062812,0.15933778053783826,99.35228123325389,-4.295819423537346,103.64810065679124,40.0,54.176382699422504,14.176382699422504,54.2709077597392,54.05057524945601,22.602967831590693,26.994557575744548
S01,switch,10,0.6666666666666666,1240.0,0.021234820793897168,1.2447213568708893,1.249107105523363,0.35234782694649297,98.60296959420138,-4.877183942613739,103.48015353681512,40.0,54.1491635854772,14.149163585477197,54.27962363748327,9.018352282978553,2.254588070744638,92.20721318309192
S02,switch,11,0.7333333333333333,1240.0,0.02121812023886849,1.2447213568708893,1.2481247199334404,0.2734236898695962,97.8557412827094,-5.460579034257628,103.31632031696704,40.0,54.16028116788664,14.160281167886637,54.282252293329634,9.004172529421615,2.2510431323554037,92.06110465519002
S03,switch,12,0.7999999999999999,1240.0,0.021201826587778017,1.2447213568708893,1.2471662698692951,0.19642251536135386,97.1105986961688,-6.046007762345875,103.15660645851467,40.0,54.17114472450993,14.17114472450993,54.284758432055696,8.990349013164218,2.2475872532910546,91.91867019205941
S04,switch,13,0.8666666666666667,1240.0,0.021185941237606826,1.2447213568708893,1.2462318375062837,0.12135090532966768,96.36754360858065,-6.6334725820339475,103.00101619061459,40.0,54.181752111850756,14.181752111850756,54.28713995713349,8.97688212246659,2.2442205306166474,91.77991353753137
S05,switch,14,0.9333333333333333,1240.0,0.021170465432600333,1.2447213568708893,1.2453214960353136,0.04821473987825421,95.62657713727678,-7.222975306447264,102.84955244372404,40.0,54.192101308885924,14.192101308885924,54.28939462883176,8.963772132658512,2.240943033164628,91.64483727790088
S06,switch,15,1.0,1240.0,0.021155400256317847,1.2447213568708893,1.2444353091951674,-0.022980860265867042,94.88769970814305,-7.814517071857719,102.70221678000075,40.0,54.2021904237759,14.202190423775903,54.291520046161565,8.951019200100266,2.2377548000250664,91.51344277987542
S07,switch,16,1.0666666666666667,1240.0,0.02114074662337075,1.2447213568708893,1.2435733307865144,-0.09223157279639835,94.15091101927747,-8.408098301276812,102.55900932055428,40.0,54.21201770077249,14.212017700772492,54.293513626296715,8.938623355871236,2.234655838967809,91.38573012571523
S08,switch,17,1.1333333333333333,1240.0,0.02112650527083685,1.2447213568708893,1.2427356041668733,-0.1595339144021626,93.41621000301217,-9.003718666393482,102.41992866940565,40.0,54.22158152732953,14.221581527329533,54.29537258106302,8.926584499173943,2.231646124793486,91.26169804543822
S09,switch,18,1.2,1240.0,0.021112676749337592,1.2447213568708893,1.2419221617257408,-0.2248852829347719,92.68359478622364,-9.60137704778113,102.28497183400476,40.0,54.230880441420936,14.230880441420936,54.29709389001977,8.914902390440403,2.228725597610101,91.1413438459543
C10,compute,19,1.2666666666666666,5800.0,0.09840806429085809,5.822083766008999,5.788709664168122,-0.5732329382776019,91.95306264885271,-10.20107149329451,102.15413414214721,40.0,54.28065307484013,14.280653074840131,54.298674269561445,53.26280914610512,22.273538370189417,26.61778662585268
C11,compute,20,1.3333333333333333,5800.0,0.09835619985785062,5.822083766008999,5.785658815167683,-0.6256342626668435,91.23482501446907,-10.81285625095467,102.04768126542375,40.0,54.288170426174474,14.288170426174474,54.300930117439066,53.206681277626,22.250066716098143,26.590933271699583
C12,compute,21,1.4,5800.0,0.09831508401940314,5.822083766008999,5.7832402364354785,-0.6671757249577954,90.52773195410515,-11.435597215383355,101.96332916948852,40.0,54.29413547758418,14.294135477584177,54.302754791082464,53.16220660158264,22.23146821520729,26.569654352698585
C13,compute,22,1.4666666666666666,5800.0,0.09828356118602967,5.822083766008999,5.7813859521193915,-0.6990248770931963,89.83057709082486,-12.068104114989193,101.89868120581406,40.0,54.29871215802109,14.29871215802109,54.30419235404537,53.128121196744196,22.217214318638487,26.553345690431378
C14,compute,23,1.5333333333333332,5800.0,0.09826041201946058,5.822083766008999,5.780024236438858,-0.7224136797154619,89.14209303344305,-12.709126103531982,101.85121913697502,40.0,54.30207496437697,14.30207496437697,54.305288897378546,53.103097136287836,22.20674971153855,26.541372289148626
C15,compute,24,1.5999999999999999,5800.0,0.0982443491675792,5.822083766008999,5.779079362798776,-0.7386428113813055,88.46094587117574,-13.35734649858721,101.81829236976294,40.0,54.30440929388209,14.304409293882088,54.30609260633872,53.085736788486706,22.199489929730802,26.533065651545453
C16,compute,25,1.6666666666666667,5800.0,0.0982340114078424,5.822083766008999,5.778471259284846,-0.7490875857674062,87.7857280398859,-14.011376048829575,101.79710408871549,40.0,54.3059120290132,14.3059120290132,54.306653798534,53.0745654850186,22.194818293735054,26.52772030996183
C17,compute,26,1.7333333333333334,5800.0,0.09822795465593348,5.822083766008999,5.778114979760793,-0.7552070360943467,87.11494791849356,-14.669743260880992,101.78469117937455,40.0,54.306792607647196,14.306792607647196,54.30702471214113,53.068020917384686,22.192081474542682,26.524588787447172
C18,compute,27,1.8,5800.0,0.09822476200521313,5.822083766008999,5.777927176777243,-0.7584327365668571,86.44719539986892,-15.330952956332064,101.77814835620099,40.0,54.3072568241663,14.307256824166302,54.3072568241663,53.06457129039418,22.19063890325575,26.522938162551053
