design,coolant,heat_kW,flow_LPM,supply_C,nominal_constraints_pass,qualification,score_lower_is_better,RMS_flow_error,outlet_max_C,outlet_spread_K,chip_upper_max_C,chip_target_margin_K,pressure_kPa,pump_W,header_volume_L,FWS_required_LPM,FWS_return_C,minimum_margin,limiting_constraint
selected_PG25,PG25,115.56,120,40,True,Unverified chip thermal model and hardware limits,0.056045756058836445,0.004416969139038677,53.799401136422375,0.2103580476111233,77.79940113642238,2.200598863577625,105.0924025634684,350.3080085448947,4.082813812605295,139.15059989265876,47.13213280558631,0.0,CDU_aggregate_flow
