tray_id,tray_type,rack_position,elevation_m,heat_load_W,mass_flow_kg_s,target_flow_LPM,actual_flow_LPM,flow_error_percent,supply_pressure_kPa,return_pressure_kPa,branch_dP_kPa,T_in_C,T_out_C,deltaT_C,return_mix_C,coldplate_dP_kPa,qdc_dP_kPa,branch_other_dP_kPa,orifice_diameter_mm,orifice_Cd,orifice_dP_kPa
C01,compute,1,0.06666666666666667,5800.0,0.10065061022136533,6.022845275181723,6.086366154833524,1.0546656397359269,97.14226853465378,-0.16359230143908077,97.30586083609286,40.0,53.78844717468877,13.78844717468877,53.93382190731694,55.71799935863267,23.300254277246385,18.28760720021381,,0.62,0.0
C02,compute,2,0.13333333333333333,5800.0,0.1004867030199384,6.022845275181723,6.076454647679177,0.8901004433629015,96.33818269406997,-0.6540888861285042,96.99227158019848,40.0,53.810930744922246,13.810930744922246,53.94158919111214,55.53667616099513,23.22442821277978,18.23116720642356,,0.62,0.0
C03,compute,3,0.2,5800.0,0.10033893124583532,6.022845275181723,6.067518853623258,0.7417354489516973,95.54979079942083,-1.160192598574874,96.7099833979957,40.0,53.8312639141252,13.831263914125202,53.948951555619885,55.37345617956056,23.156172584179874,18.18035463425528,,0.62,0.0
C04,compute,4,0.26666666666666666,5800.0,0.10020648498961654,6.022845275181723,6.059509797250809,0.6087574957332661,94.7762530924781,-1.681065408184629,96.45731850066274,40.0,53.8495392558803,13.849539255880302,53.95596807837808,55.22736798685834,23.09508115814076,18.13486935566361,,0.62,0.0
C05,compute,5,0.3333333333333333,5800.0,0.10008854725965302,6.022845275181723,6.0523780748852,0.4903463123180765,94.01673385655839,-2.215873426739795,96.2326072832982,40.0,53.865853358496906,13.865853358496906,53.96270617414592,55.09744510901289,23.040749772859932,18.094412401425405,,0.62,0.0
C06,compute,6,0.39999999999999997,5800.0,0.09998429436506107,6.022845275181723,6.046073877744295,0.3856749011682182,93.27040068324821,-2.7637861808742707,96.03418686412249,40.0,53.88030649694451,13.880306496944513,53.969244234427265,54.9827251582355,22.992775975262116,18.05868573062487,,0.62,0.0
C07,compute,7,0.4666666666666667,5800.0,0.09989289626257787,6.022845275181723,6.040547012916091,0.2939098868654534,92.53642375122062,-3.323975896795169,95.8603996480158,40.0,53.89300231307476,13.89300231307476,53.97567542170793,54.882248980493785,22.950758664570134,18.027392002951878,,0.62,0.0
C08,compute,8,0.5333333333333333,5800.0,0.09981351685918632,6.022845275181723,6.035746921658516,0.2142118199508853,91.81397511251254,-3.8956167923698786,95.70959190488242,40.0,53.90404750771745,13.90404750771745,53.98211324513966,54.7950598128949,22.914297739937865,18.000234352049663,,0.62,0.0
C09,compute,9,0.6,5800.0,0.09974531426078288,6.022845275181723,6.0316226944364315,0.14573542659109703,91.10222798008567,-4.4778843699321245,95.58011235001781,40.0,53.913551548274086,13.913551548274086,53.98869996624518,54.720202443402854,22.882993749059377,17.976916157555603,,0.62,0.0
S01,switch,10,0.6666666666666666,1240.0,0.021226782294216966,1.2876427829698858,1.2835885351057448,-0.3148581204167363,90.40035600827062,-5.069954700522097,95.47031070879272,40.0,53.97781782088555,13.977817820885548,53.99561965394753,9.011525731321658,2.2528814328304145,84.20590354464065,,0.62,0.0
S02,switch,11,0.7333333333333333,1240.0,0.021214990065434668,1.2876427829698858,1.2828754562481721,-0.3702367445975764,89.70047964118308,-5.664005873903706,95.36448551508678,40.0,53.9855847579646,13.985584757964602,53.99597546439196,9.001516069529833,2.2503790173824583,84.11259042817449,,0.62,0.0
S03,switch,12,0.7999999999999999,1240.0,0.021203626239226107,1.2876427829698858,1.2821882829953417,-0.42360350608755865,89.00256056292318,-6.259999747092049,95.26256031001522,40.0,53.99307769852538,13.993077698525383,53.99618726206876,8.991875313855957,2.247968828463989,84.02271616769528,,0.62,0.0
S04,switch,13,0.8666666666666667,1240.0,0.02119268298700223,1.2876427829698858,1.2815265419506254,-0.47499516947963105,88.30656052757139,-6.857898250011255,95.16445877758265,40.0,54.00030091781963,14.00030091781963,53.99625192895951,8.982596243751475,2.2456490609378688,83.93621347289331,,0.62,0.0
S05,switch,14,0.9333333333333333,1240.0,0.021182152453755064,1.2876427829698858,1.2808897581198375,-0.5244486234351787,87.61244135472542,-7.457663381200255,95.07010473592568,40.0,54.007258760557875,14.007258760557875,53.99616598266664,8.973671651482434,2.2434179128706084,83.85301517157262,,0.62,0.0
