design,coolant,heat_kW,flow_LPM,supply_C,nominal_constraints_pass,qualification,score_lower_is_better,RMS_flow_error,outlet_max_C,outlet_spread_K,chip_upper_max_C,chip_target_margin_K,pressure_kPa,pump_W,header_volume_L,FWS_required_LPM,FWS_return_C,minimum_margin,limiting_constraint
selected_water,water,115.56,120,40,True,Unverified chip thermal model and hardware limits,0.05468413359645547,0.005294119022786752,54.03252558206077,0.24407840737200104,77.99873021391858,2.001269786081423,98.27146409786602,327.57154699288674,4.082813812605295,139.15059989265876,47.13213280558631,0.0,CDU_aggregate_flow
