tray_id,tray_type,rack_position,elevation_m,heat_load_W,mass_flow_kg_s,target_flow_LPM,actual_flow_LPM,flow_error_percent,supply_pressure_kPa,return_pressure_kPa,branch_dP_kPa,T_in_C,T_out_C,deltaT_C,return_mix_C,coldplate_dP_kPa,qdc_dP_kPa,branch_other_dP_kPa,orifice_diameter_mm,orifice_Cd,orifice_dP_kPa
S02,switch,11,0.7333333333333333,1240.0,0.0482216080374279,1.2876427829698858,2.9159720188993816,126.4581495322665,65.85094650284871,-5.58518950282915,71.43613600567787,40.0,46.15373441658079,6.1537344165807895,52.865082464971806,46.506469634306626,11.626617408576656,13.303048962794593,,0.62,0.0
S03,switch,12,0.7999999999999999,1240.0,0.048182640685588224,1.2876427829698858,2.9136156539368754,126.27515118880737,65.14677952812731,-6.175212927981038,71.32199245610835,40.0,46.15871090317836,6.15871090317836,53.15732934994736,46.43133726873003,11.607834317182508,13.28282087019581,,0.62,0.0
S04,switch,13,0.8666666666666667,1240.0,0.04814672613881909,1.2876427829698858,2.9114438928174833,126.10648941800295,64.44718398469209,-6.769687447652085,71.21687143234418,40.0,46.163304651365536,6.163304651365536,53.47569035914296,46.362144757728906,11.590536189432227,13.264190485183065,,0.62,0.0
S05,switch,14,0.9333333333333333,1240.0,0.04811373463355396,1.2876427829698858,2.909448888707711,125.9515548246392,63.75196478803053,-7.3684091035789665,71.12037389160949,40.0,46.167530562726995,6.167530562726995,53.82390373678743,46.29862920776099,11.574657301940247,13.247087381908258,,0.62,0.0
S06,switch,15,1.0,1240.0,0.04808353526318497,1.2876427829698858,2.907622725654086,125.80973264555524,63.060927167079285,-7.97117288066147,71.03210004774077,40.0,46.17140391007899,6.171403910078993,54.2064512749792,46.240527268119045,11.560131817029761,13.231440962591966,,0.62,0.0
S07,switch,16,1.0666666666666667,1240.0,0.04805599589752453,1.2876427829698858,2.9059574137129798,125.6804023714193,62.37387658452997,-8.577772339650053,70.95164892418002,40.0,46.1749403307096,6.174940330709603,54.62875304202663,46.18757483405789,11.546893708514473,13.217180381607644,,0.62,0.0
S08,switch,17,1.1333333333333333,1240.0,0.0480309822923897,1.2876427829698858,2.9044448351069665,125.56293356516201,61.6906186568392,-9.187996894260886,70.87861555110008,40.0,46.17815592419345,6.178155924193447,55.09742657271528,46.13950519943706,11.534876299859265,13.204234051803779,,0.62,0.0
S09,switch,18,1.2,1240.0,0.04800835614940718,1.2876427829698858,2.903076626900773,125.4566767504391,61.0109590734041,-9.801626041037084,70.81258511444119,40.0,46.18106748640156,6.18106748640156,55.62063286027728,46.09604520336646,11.524011300841615,13.19252861023315,,0.62,0.0
C10,compute,19,1.2666666666666666,5800.0,0.08568962692595185,6.022845275181723,5.181671963988913,-13.966377563425445,60.33470351419487,-10.418444724500945,70.75314823869583,40.0,56.19486660763391,16.194866607633912,56.20856204230404,40.38491689489847,16.888237974230265,13.479993369567099,,0.62,0.0
C11,compute,20,1.3333333333333333,5800.0,0.08566007535084705,6.022845275181723,5.179884973267802,-13.996047771432876,59.66404350000379,-11.040803144688065,70.70484664469186,40.0,56.20045113278337,16.20045113278337,56.21027560003671,40.357066800120364,16.876591570959427,13.47118827361206,,0.62,0.0
C12,compute,21,1.4,5800.0,0.08563657257471569,6.022845275181723,5.1784637548482015,-14.019644897951403,58.998358953281155,-11.668084445287043,70.66644339856819,40.0,56.20489533243261,16.204895332432613,56.21168006788315,40.33492409289501,16.867331893392457,13.46418741228074,,0.62,0.0
C13,compute,22,1.4666666666666666,5800.0,0.08561836279516682,6.022845275181723,5.177362605181156,-14.037927779492174,58.3370268487719,-12.29966910927936,70.63669595805126,40.0,56.20834034225663,16.208340342256633,56.21281140935952,40.317772262486436,16.860159309767056,13.458764385797783,,0.62,0.0
C14,compute,23,1.5333333333333332,5800.0,0.08560468388002375,6.022845275181723,5.176535437954067,-14.05166160776264,57.67942020188312,-12.934934007640463,70.61435420952358,40.0,56.21092914561859,16.210929145618593,56.21370591871573,40.30489046209339,16.854772375057234,13.454691372372956,,0.62,0.0
C15,compute,24,1.5999999999999999,5800.0,0.08559476619854592,6.022845275181723,5.175935713414411,-14.06161910313658,57.024906725713564,-13.5732511437139,70.59815786942747,40.0,56.21280663369117,16.212806633691173,56.21440026059031,40.29555200321057,16.8508672013426,13.451738664874346,,0.62,0.0
C16,compute,25,1.6666666666666667,5800.0,0.08558783066689081,6.022845275181723,5.175516320178358,-14.06858247703863,56.37284687330638,-14.213985831890323,70.58683270519671,40.0,56.21411983780882,16.214119837808823,56.21493153915924,40.28902217045407,16.848136544008064,13.449673990734592,,0.62,0.0
C17,compute,26,1.7333333333333334,5800.0,0.08558308520667615,6.022845275181723,5.175229361079193,-14.073346987598917,55.72259058555618,-14.856493684757174,70.57908427031336,40.0,56.21501848669999,16.21501848669999,56.21533742030283,40.284554604212545,16.846268289034338,13.448261377066478,,0.62,0.0
C18,compute,27,1.8,5800.0,0.08557971709900937,6.022845275181723,5.175025690813668,-14.076728616317874,55.073470604754185,-15.500114441640198,70.57358504639438,40.0,56.21565636644857,16.21565636644857,56.21565636644857,40.28138388310562,16.8449423511169,13.447258812171874,,0.62,0.0
