dt_s,fixed_peak_C,active_peak_C,peak_reduction_K,mean_reduction_K,fixed_aux_W,active_aux_W
2.0,69.41790826095348,69.3390257466833,0.07888251427017678,-1.4383786217976038,318.18244312187386,317.60628158179765
1.0,69.41768016613062,69.299790100067,0.11789006606362307,-1.429197429631536,318.32161284396045,328.42880943770234
0.5,69.40813100387753,69.29762962216398,0.11050138171354718,-1.4299044675685053,318.89210375972226,329.7260915177882
