design,time_s,tray,liquid_W,electrical_W,connection,bore_mm,flow_LPM,solid_C
fixed,42.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.182023637714539,68.90176539560565
fixed,42.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.182016553175531,68.90178419055856
fixed,42.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1820095573471219,68.90180274828853
fixed,42.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1820026492878977,68.90182107133201
fixed,42.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1819958280062817,68.90183916235982
fixed,42.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1819890924607963,68.90185702417588
fixed,42.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.181982441560306,68.90187465971694
fixed,42.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.1819758741642672,68.90189207205167
fixed,42.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1819693890829626,68.9019092643802
fixed,42.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.517516675399409,51.204332853482384
fixed,42.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.5174796916665585,51.204342043330485
fixed,42.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.517445295527007,51.20435058643049
fixed,42.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.51741327127439,51.20435853671442
fixed,42.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.517383388226216,51.204365951857895
fixed,42.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.51735539835762,51.20437289387165
fixed,42.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.517329032227902,51.20437943011921
fixed,42.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.517303991372707,51.2043856352179
fixed,42.0,C18,1740.0,1740.0,1.0,8.0,5.517280486176292,51.20439144966888
fixed,44.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.517016009096893,51.21035552216513
fixed,44.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.516937691832502,51.210376029946104
fixed,44.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.516863604943313,51.21039542713279
fixed,44.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.516793676079149,51.21041373269611
fixed,44.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.51672781891871,51.21043096927825
fixed,44.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.516665933531056,51.2104471630979
fixed,44.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.516607906738358,51.21046234385457
fixed,44.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.516553612462238,51.21047654463764
fixed,44.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.516502912033231,51.21048980184494
fixed,44.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.1817203463862764,68.91921207235762
fixed,44.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.1817132407841124,68.91923209878115
fixed,44.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1817062241413192,68.91925187258732
fixed,44.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1816992955140042,68.9192713964756
fixed,44.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1816924539079692,68.9192906732884
fixed,44.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1816856982789734,68.91930970601007
fixed,44.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.181679027532979,68.9193284977663
fixed,44.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.1816724405263963,68.91934705182332
fixed,44.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1816659360663249,68.91936537158742
fixed,44.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.516067844795686,51.21060347718359
fixed,44.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.516030753161513,51.21061315969741
fixed,44.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.515996256292405,51.21062216109028
fixed,44.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.515964137886628,51.21063053815843
fixed,44.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.515934166624603,51.210638351640895
fixed,44.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.51590609379609,51.21064566684246
fixed,44.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.515879649215385,51.21065255470543
fixed,44.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.515854533592356,51.21065909381176
fixed,44.0,C18,1740.0,1740.0,1.0,8.0,5.515830957426177,51.21066522203334
fixed,46.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.51582933506389,51.21649030620296
fixed,46.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.515750836286172,51.216511833053644
fixed,46.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.515676577432674,51.21653219436145
fixed,46.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.515606485991772,51.21655141003336
fixed,46.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.515540475449054,51.21656950382954
fixed,46.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.515478445649583,51.216586503263784
fixed,46.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.5154202831614745,51.216602439503234
fixed,46.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.515365861622998,51.21661734727284
fixed,46.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.515315042052735,51.216631264769944
fixed,46.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.1814714656938892,68.93649079081828
fixed,46.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.1814643428040121,68.93651203889969
fixed,46.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1814573090776197,68.93653301909801
fixed,46.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1814503635687867,68.93655373427423
fixed,46.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1814435052811652,68.93657418744093
fixed,46.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1814367331682485,68.93659438176125
fixed,46.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.1814300461336162,68.93661432054817
fixed,46.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.181423443031182,68.93663400726383
fixed,46.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1814169226654332,68.93665344551884
fixed,46.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.514878944995525,51.216750608766276
fixed,46.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.514841764809353,51.21676077481931
fixed,46.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.5148071852722484,51.21677022602232
fixed,46.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.514774989594022,51.216779021982035
fixed,46.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.514744945932415,51.21678722644348
fixed,46.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.514716805014886,51.21679490794374
fixed,46.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.514690296044507,51.21680214093687
fixed,46.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.514665119053657,51.21680900789517
fixed,46.0,C18,1740.0,1740.0,1.0,8.0,5.514641484634774,51.21681544411884
fixed,48.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.514855559151487,51.22249969456833
fixed,48.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.514776911432885,51.22252222069357
fixed,48.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.514702511472985,51.22254352739971
fixed,48.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.51463228662772,51.22256363551145
fixed,48.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.514566150224237,51.222582569885056
fixed,48.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.514504001923835,51.22260035930409
fixed,48.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.514445728086192,51.222617036374594
fixed,48.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.514391202117108,51.22263263742514
fixed,48.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.514340284779219,51.222647202417456
fixed,48.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.1812672346624624,68.9535785561728
fixed,48.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.181260097584097,68.95360101432107
fixed,48.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1812530498366929,68.95362318947045
fixed,48.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.181246090472658,68.95364508464188
fixed,48.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1812392184938811,68.95366670301631
fixed,48.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1812324328519959,68.9536880479339
fixed,48.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.1812257324486284,68.95370912289304
fixed,48.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.1812191161356438,68.95372993154973
fixed,48.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1812125827153868,68.9537504777169
fixed,48.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.5139033426217186,51.2227721053713
fixed,48.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.513866089764393,51.22278274562045
fixed,48.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.513831442383762,51.222792637947975
fixed,48.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.513799183288885,51.22280184471631
fixed,48.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.513769080208671,51.22281043261781
fixed,48.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.5137408834092305,51.22281847335883
fixed,48.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.513714321592157,51.22282604483669
fixed,48.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.513689094233969,51.22283323333817
fixed,48.0,C18,1740.0,1740.0,1.0,8.0,5.513665412002954,51.22283997164877
fixed,50.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.514056485930067,51.2283825161501
fixed,50.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.51397771599681,51.22840602148961
fixed,50.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.513903200250253,51.22842825461951
fixed,50.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.5138328659376645,51.22844923726368
fixed,50.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.513766626256203,51.228468995352294
fixed,50.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.5137043807163915,51.22848755891304
fixed,50.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.513646015506904,51.22850496196183
fixed,50.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.513591403842803,51.2285212423985
fixed,50.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.513540406276728,51.22853644191354
fixed,50.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.181099643277668,68.97045689926318
fixed,50.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.1810924945547732,68.97048055443763
fixed,50.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1810854353002584,68.97050391166472
fixed,50.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.181078464565163,68.97052697412339
fixed,50.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1810715813499297,68.9705497451612
fixed,50.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1810647846046676,68.9705722282932
fixed,50.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.1810580732293994,68.97059442720114
fixed,50.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.18105144607431,68.9706163457327
fixed,50.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1810449019399858,68.97063798790079
fixed,50.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.513102770610698,51.22866679257002
fixed,50.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.5130654581159,51.22867789753675
fixed,50.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.5130307550588125,51.22868822217606
fixed,50.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.512998443919687,51.22869783155055
fixed,50.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.512968292075586,51.228706795240576
fixed,50.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.512940049414094,51.228715188057926
fixed,50.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.512913444225348,51.22872309127379
fixed,50.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.5128881755298,51.2287305949127
fixed,50.0,C18,1740.0,1740.0,1.0,8.0,5.512864454057499,51.22873762930158
fixed,52.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.513400772477047,51.23413838028511
fixed,52.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.513321902258812,51.23416284464896
fixed,52.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.513247291501424,51.23418598510459
fixed,52.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.513176867362997,51.234207824256416
fixed,52.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.513110542934033,51.234228389086226
fixed,52.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.513048217601356,51.234247710840066
fixed,52.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.512989777413324,51.23426582491453
fixed,52.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.5129350954285075,51.23428277074813
fixed,52.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.512884032027246,51.234298591724375
fixed,52.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.1809621184263286,68.98711119307744
fixed,52.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.180954960146968,68.98713603106904
fixed,52.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1809478914487448,68.98716055634597
fixed,52.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1809409113815754,68.98718477224328
fixed,52.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1809340189447155,68.98720868227294
fixed,52.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1809272130870239,68.98723229012286
fixed,52.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.1809204927072077,68.98725559965585
fixed,52.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.180913856654073,68.98727861490886
fixed,52.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1809073037267648,68.98730134009237
fixed,52.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.512445827256134,51.23443427804115
fixed,52.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.512408465820532,51.23444583817742
fixed,52.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.512373717072685,51.23445658625021
fixed,52.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.512341363223061,51.234466589966395
fixed,52.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.512311171360029,51.234475921734656
fixed,52.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.512282891060593,51.234484659408
fixed,52.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.512256250277295,51.23449288756176
fixed,52.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.512230947656372,51.23450069988092
fixed,52.0,C18,1740.0,1740.0,1.0,8.0,5.512207193978248,51.234508024289234
fixed,54.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.512862699000397,51.239767524042314
fixed,54.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.512783746491392,51.23979292722038
fixed,54.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.512709057770742,51.239816955883995
fixed,54.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.51263855992341,51.23983963349938
fixed,54.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.512572165952389,51.239860988077716
fixed,54.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.512509775143004,51.23988105205758
fixed,54.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.512451273428485,51.23989986218703
fixed,54.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.5123965337389995,51.23991745941075
fixed,54.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.512345416313522,51.23993388876943
fixed,54.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.18084926615671,69.0035300586883
fixed,54.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.1808421000346783,69.00355606435929
fixed,54.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1808350235863054,69.00358174274047
fixed,54.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1808280358605878,69.00360709732088
fixed,54.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1808211358558072,69.0036321317748
fixed,54.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1808143225197958,69.00365684996068
fixed,54.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.1808075947501824,69.00368125592
fixed,54.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.1808009513946418,69.00370535387651
fixed,54.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1807943912511356,69.00372914823562
fixed,54.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.511906744527496,51.24007479853715
fixed,54.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.511869342929596,51.24008680427879
fixed,54.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.511834556686186,51.24009796689091
fixed,54.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.511802167786373,51.240108356668856
fixed,54.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.511771943081647,51.24011804878986
fixed,54.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.511743631894183,51.240127124083926
fixed,54.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.511716961899511,51.24013567036078
fixed,54.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.511691631436823,51.240143784888545
fixed,54.0,C18,1740.0,1740.0,1.0,8.0,5.511667851327669,51.24015139324224
fixed,56.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.512421160016432,51.24527068690043
fixed,56.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.512342139981812,51.24529700875052
fixed,56.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.5122673872863865,51.24532190656806
fixed,56.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.512196828955093,51.245345404662494
fixed,56.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.51213037791913,51.24536753205221
fixed,56.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.512067933380536,51.245388322342635
fixed,56.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.51200938117808,51.24540781360421
fixed,56.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.511954594136572,51.24542604825534
fixed,56.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.511903432378985,51.24544307295825
fixed,56.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.1807566601625001,69.01970485216061
fixed,56.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.1807494876043545,69.0197320096477
fixed,56.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1807424047957868,69.01975882547053
fixed,56.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1807354107850383,69.01978530327004
fixed,56.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1807285045695919,69.01981144688048
fixed,56.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1807216850964375,69.01983726032849
fixed,56.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.1807149512623192,69.0198627478317
fixed,56.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.1807083019139828,69.01988791379812
fixed,56.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.18070173584842,69.01991276282531
fixed,56.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.511464377356272,51.24558909430022
fixed,56.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.511426942800254,51.24560153610983
fixed,56.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.511392125786875,51.24561310439144
fixed,56.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.511359708123607,51.2456238719732
fixed,56.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.5113294564675845,51.24563391674139
fixed,56.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.511301119931875,51.245643322439
fixed,56.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.511274425964715,51.24565218004066
fixed,56.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.511249072653362,51.245660590320654
fixed,56.0,C18,1740.0,1740.0,1.0,8.0,5.511225270852963,51.24566847655872
fixed,58.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.512058836514486,51.250649007994035
fixed,58.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.511979761069916,51.250676228512376
fixed,58.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.511904955878142,51.250701976560286
fixed,58.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.511834347914854,51.250726277272
fixed,58.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.511767850052333,51.2507491606511
fixed,58.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.511705361424287,51.25077066144435
fixed,58.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.5116467677919685,51.2507908190157
fixed,58.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.511591941893744,51.25080967722511
fixed,58.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.511540743757403,51.25082728432092
fixed,58.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.1806806682030646,69.0356292237641
fixed,58.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.180673490363172,69.03565751665022
fixed,58.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1806664023351532,69.03568545370483
fixed,58.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1806594031666302,69.0357130387185
fixed,58.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1806524918544306,69.03574027568318
fixed,58.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1806456673448533,69.03576716879117
fixed,58.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.1806389285339154,69.03579372243375
fixed,58.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.1806322742676028,69.03581994120047
fixed,58.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.180625703342109,69.0358458298783
fixed,58.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.511101374248339,51.250978306093316
fixed,58.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.511063912646298,51.250991174494736
fixed,58.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.511029070382379,51.25100313963238
fixed,58.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.51099662911501,51.25101427681204
fixed,58.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.510966355341841,51.251024666569904
fixed,58.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.5109379980043665,51.25103439549845
fixed,58.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.510911284364321,51.251043557668204
fixed,58.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.5108859123022285,51.25105225728315
fixed,58.0,C18,1740.0,1740.0,1.0,8.0,5.51086209270072,51.251060415380266
fixed,60.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.511761516639214,51.25590394194007
fixed,60.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.5116823957263765,51.255932041317394
fixed,60.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.511607547457084,51.255958620855786
fixed,60.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.511536898766618,51.255983706496
fixed,60.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.511470362478921,51.256007329205005
fixed,60.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.511407837671624,51.25602952484572
fixed,60.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.511349210042384,51.25605033404696
fixed,60.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.511294352258629,51.25606980207842
fixed,60.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.511243124270053,51.25608797873954
fixed,60.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.180618309657628,69.05129874106039
fixed,60.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.1806111274833575,69.05132815251933
fixed,60.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1806040351720797,69.05135719419137
fixed,60.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1805970317709067,69.0513858700145
fixed,60.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.1805901162761294,69.05141418413598
fixed,60.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1805832876334794,69.05144214091123
fixed,60.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.180576544738378,69.05146974490262
fixed,60.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.1805698864361858,69.05149700087846
fixed,60.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1805633115224436,69.05152391381228
fixed,60.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.510803496692359,51.25624389084999
fixed,60.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.510766012896002,51.25625717645564
fixed,60.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.510731149911048,51.25626952971793
fixed,60.0,C13,1740.0,1740.0,1.0,7.694469762738377,5.51069868927364,51.2562810283655
fixed,60.0,C14,1740.0,1740.0,1.0,7.758256671723386,5.510668397350558,51.25629175552599
fixed,60.0,C15,1740.0,1740.0,1.0,7.816570017088113,5.510640022942514,51.25630180057853
fixed,60.0,C16,1740.0,1740.0,1.0,7.86958150568617,5.510613293158207,51.256311260621175
fixed,60.0,C17,1740.0,1740.0,1.0,7.9197298547587,5.510587905708529,51.25632024321194
fixed,60.0,C18,1740.0,1740.0,1.0,8.0,5.510564071498596,51.25632866719652
fixed,62.0,C01,1740.0,1740.0,1.0,6.335166590900118,5.5115175382461175,51.26103718995216
fixed,62.0,C02,1740.0,1740.0,1.0,6.409915367443772,5.511438380022847,51.26106614861795
fixed,62.0,C03,1740.0,1740.0,1.0,6.4832460383816315,5.511363496404867,51.2610935411325
fixed,62.0,C04,1740.0,1740.0,1.0,6.5547166358267015,5.511292814294302,51.26111939422506
fixed,62.0,C05,1740.0,1740.0,1.0,6.623845982654081,5.511226246475425,51.261143739804446
fixed,62.0,C06,1740.0,1740.0,1.0,6.690119272723018,5.511163691979862,51.26116661482484
fixed,62.0,C07,1740.0,1740.0,1.0,6.752997820495817,5.51110503645308,51.26118806115168
fixed,62.0,C08,1740.0,1740.0,1.0,6.811934135287234,5.511050152504301,51.26120812543291
fixed,62.0,C09,1740.0,1740.0,1.0,6.8663933242271,5.510998900019134,51.261226858984486
fixed,62.0,S01,1240.0,1240.0,1.0,1.7801868542356862,1.1805671386301948,69.06671056792027
fixed,62.0,S02,1240.0,1240.0,1.0,1.7807389892963663,1.1805599528990218,69.06674108083783
fixed,62.0,S03,1240.0,1240.0,1.0,1.781271806114026,1.1805528570727875,69.06677121022828
fixed,62.0,S04,1240.0,1240.0,1.0,1.781785594284523,1.1805458501981871,69.06680096017472
fixed,62.0,S05,1240.0,1240.0,1.0,1.782280648968229,1.18053893127107,69.0668303349773
fixed,62.0,S06,1240.0,1240.0,1.0,1.7827572707454995,1.1805320992367019,69.06685933915209
fixed,62.0,S07,1240.0,1240.0,1.0,1.7832157654721774,1.1805253529900164,69.06688797742974
fixed,62.0,S08,1240.0,1240.0,1.0,1.7836564441354,1.1805186913758612,69.0669162547547
fixed,62.0,S09,1240.0,1240.0,1.0,1.7840796227099638,1.1805121131892404,69.06694417628407
fixed,62.0,C10,1740.0,1740.0,1.0,7.474679259856348,5.51055906066993,51.26138755264366
fixed,62.0,C11,1740.0,1740.0,1.0,7.552138554614863,5.510521558660704,51.26140124617629
fixed,62.0,C12,1740.0,1740.0,1.0,7.62558793679496,5.5104866786718025,51.26141397893402
